Tweet,Etiket,Alt Etiket,CONTEXT_INPUT
ensar muhacir benzetimlerini bir çırpıda geçelim... onlar suriyeli olgusuna toplumsal onay boyutu kazandırmak için piyasaya sürülmüş lakırdılar!...,1,etnik,erdoğan cumhurbaşkanlığı hükümet sisteminden geri dönüş yok cumhurbaşkanlığı hükümet sisteminden geri dönüş olmadığını söyleyen erdoğan ayrıca hedefimiz suriyeli kardeşlerimizden en az 1 milyonunu 450 kilometrelik sınır hattında iskan etmektir dedi [SEP] ensar muhacir benzetimlerini bir çırpıda geçelim... onlar suriyeli olgusuna toplumsal onay boyutu kazandırmak için piyasaya sürülmüş lakırdılar!...
reis yine aklımı okudu. dünyaya suriyeli mülteci mesajı ya destek verin ya da kapıları açmak zorunda kalırız,2,,ensar muhacir benzetimlerini bir çırpıda geçelim... onlar suriyeli olgusuna toplumsal onay boyutu kazandırmak için piyasaya sürülmüş lakırdılar!... [SEP] reis yine aklımı okudu. dünyaya suriyeli mülteci mesajı ya destek verin ya da kapıları açmak zorunda kalırız
saçımı düz yapıyorum suriyeli diyorlar kıvırcık bırakıyorum şehinşah özentisi diyorlar olum siktirin gidin lan mal mısınız aq,1,etnik,reis yine aklımı okudu. dünyaya suriyeli mülteci mesajı ya destek verin ya da kapıları açmak zorunda kalırız [SEP] saçımı düz yapıyorum suriyeli diyorlar kıvırcık bırakıyorum şehinşah özentisi diyorlar olum siktirin gidin lan mal mısınız aq
"fırat'ın doğusunda abd ile yaratılan ""güvenli bölge"" krizini fırsat bilerek erdoğan'ın suriyeli sığınmacılara sınır kapılarını açma izansızlığı türkiye'nin güvenliğini riske eden legal işgal planı askeri seçeneklerin kullanılmasını akamete uğratarak mukavemetsiz bırakacak defacto",2,,"saçımı düz yapıyorum suriyeli diyorlar kıvırcık bırakıyorum şehinşah özentisi diyorlar olum siktirin gidin lan mal mısınız aq [SEP] fırat'ın doğusunda abd ile yaratılan ""güvenli bölge"" krizini fırsat bilerek erdoğan'ın suriyeli sığınmacılara sınır kapılarını açma izansızlığı türkiye'nin güvenliğini riske eden legal işgal planı askeri seçeneklerin kullanılmasını akamete uğratarak mukavemetsiz bırakacak defacto"
erdoğan'dan suriyeli açıklaması biz ensar olmaya talibiz 1 milyon yeni suriyeli gelebilir kapıları açarız,2,,"fırat'ın doğusunda abd ile yaratılan ""güvenli bölge"" krizini fırsat bilerek erdoğan'ın suriyeli sığınmacılara sınır kapılarını açma izansızlığı türkiye'nin güvenliğini riske eden legal işgal planı askeri seçeneklerin kullanılmasını akamete uğratarak mukavemetsiz bırakacak defacto [SEP] erdoğan'dan suriyeli açıklaması biz ensar olmaya talibiz 1 milyon yeni suriyeli gelebilir kapıları açarız"
devletten suriyeli işçi çalıştırana 11 bin 400 tl destek sonra öğretmene bütçe yok.,2,,erdoğan'dan suriyeli açıklaması biz ensar olmaya talibiz 1 milyon yeni suriyeli gelebilir kapıları açarız [SEP] devletten suriyeli işçi çalıştırana 11 bin 400 tl destek sonra öğretmene bütçe yok.
"cumhurbaşkanı güvenli bölge yapamazsak kapıları açarız demiş alın alın onları da alın. hatta ""her eve bir suriyeli"" kampanyası da yapın tam olsun",1,etnik,"devletten suriyeli işçi çalıştırana 11 bin 400 tl destek sonra öğretmene bütçe yok. [SEP] cumhurbaşkanı güvenli bölge yapamazsak kapıları açarız demiş alın alın onları da alın. hatta ""her eve bir suriyeli"" kampanyası da yapın tam olsun"
pes dedirtecek bir olay kendisini doktor olarak tanıtan suriye uyruklu bir kadın evini merdiven altı muayenehaneye (!) çevirmiş. biz de bu tespiti sığınmacılarla ilgili süreçten sorumlu yöneticilerin dikkatlerine sunuyoruz!,1,etnik,"cumhurbaşkanı güvenli bölge yapamazsak kapıları açarız demiş alın alın onları da alın. hatta ""her eve bir suriyeli"" kampanyası da yapın tam olsun [SEP] pes dedirtecek bir olay kendisini doktor olarak tanıtan suriye uyruklu bir kadın evini merdiven altı muayenehaneye (!) çevirmiş. biz de bu tespiti sığınmacılarla ilgili süreçten sorumlu yöneticilerin dikkatlerine sunuyoruz!"
türkiye'nin avrupa'ya gitmek isteyen suriyeli mültecilere engel olmayı onları türkiye'de tutmayı ve gitmiş olanların türkiye'ye iadesini kabul etmesi siyasi bir hata öngörüsüzlük falan değil silivri soğuğundan dolayı söyleyemeyeceğim bir şeydir.,2,,pes dedirtecek bir olay kendisini doktor olarak tanıtan suriye uyruklu bir kadın evini merdiven altı muayenehaneye (!) çevirmiş. biz de bu tespiti sığınmacılarla ilgili süreçten sorumlu yöneticilerin dikkatlerine sunuyoruz! [SEP] türkiye'nin avrupa'ya gitmek isteyen suriyeli mültecilere engel olmayı onları türkiye'de tutmayı ve gitmiş olanların türkiye'ye iadesini kabul etmesi siyasi bir hata öngörüsüzlük falan değil silivri soğuğundan dolayı söyleyemeyeceğim bir şeydir.
ab'den kendi elimizle oluşturduğumuz suriyeli mülteci sorunu için para dilenmek yerine şey deneyebiliriz mesela ayağımızı yorganımıza göre uzatmayı,2,,türkiye'nin avrupa'ya gitmek isteyen suriyeli mültecilere engel olmayı onları türkiye'de tutmayı ve gitmiş olanların türkiye'ye iadesini kabul etmesi siyasi bir hata öngörüsüzlük falan değil silivri soğuğundan dolayı söyleyemeyeceğim bir şeydir. [SEP] ab'den kendi elimizle oluşturduğumuz suriyeli mülteci sorunu için para dilenmek yerine şey deneyebiliriz mesela ayağımızı yorganımıza göre uzatmayı
suriyeli işçi istihdamına 11 bin 400 liraya kadar yardım,2,,ab'den kendi elimizle oluşturduğumuz suriyeli mülteci sorunu için para dilenmek yerine şey deneyebiliriz mesela ayağımızı yorganımıza göre uzatmayı [SEP] suriyeli işçi istihdamına 11 bin 400 liraya kadar yardım
dünyaya etkili suriyeli mülteci mesajı veriniz. bu sorun sadece benim meselem değil insanlık meselesidir. kapıları açmama ramak kaldı.,2,,suriyeli işçi istihdamına 11 bin 400 liraya kadar yardım [SEP] dünyaya etkili suriyeli mülteci mesajı veriniz. bu sorun sadece benim meselem değil insanlık meselesidir. kapıları açmama ramak kaldı.
itibardan tasarruf olmaz dediler bin odalı sarayda yaşadılar. aynı fırsatçılığı suriye politikası yaptılar ülkemize 4 milyondan fazla düşük profilli suriyeli yerleşti. ata yurdu ne bereketli görüyor musunuz!,1,etnik,dünyaya etkili suriyeli mülteci mesajı veriniz. bu sorun sadece benim meselem değil insanlık meselesidir. kapıları açmama ramak kaldı. [SEP] itibardan tasarruf olmaz dediler bin odalı sarayda yaşadılar. aynı fırsatçılığı suriye politikası yaptılar ülkemize 4 milyondan fazla düşük profilli suriyeli yerleşti. ata yurdu ne bereketli görüyor musunuz!
yükseköğretimde suriyeli kadın öğrenciler projesi başladı,2,,itibardan tasarruf olmaz dediler bin odalı sarayda yaşadılar. aynı fırsatçılığı suriye politikası yaptılar ülkemize 4 milyondan fazla düşük profilli suriyeli yerleşti. ata yurdu ne bereketli görüyor musunuz! [SEP] yükseköğretimde suriyeli kadın öğrenciler projesi başladı
"erdoğan ""batı verilen sözü tutmadı. güvenli bölge olmazsa kapıları açmak zorunda kalırız. destek verecekseniz verin vermeyecekseniz kusura bakmayın. hazırlıklarımız tamam..."" ayrıca 1 milyon suriyeli tampon bölgeye iskan edilecekmiş. bu çıkışın anlamı net",2,,"yükseköğretimde suriyeli kadın öğrenciler projesi başladı [SEP] erdoğan ""batı verilen sözü tutmadı. güvenli bölge olmazsa kapıları açmak zorunda kalırız. destek verecekseniz verin vermeyecekseniz kusura bakmayın. hazırlıklarımız tamam..."" ayrıca 1 milyon suriyeli tampon bölgeye iskan edilecekmiş. bu çıkışın anlamı net"
cb suriyeli kardeşlerimiz diyor! bunlar ne ara bizim kardeşimiz oluyor. ben asla kabullenmiyorum. kendisi nüfusuna alıp kardeş olarak kabul etmeli bence. zaten fazlasıyla saraya para giriyor. üstelik 74.500 tl ile maaş rekoru kırıyor. suriyeliler ancak benim köpeğim olabilir.,1,etnik,"erdoğan ""batı verilen sözü tutmadı. güvenli bölge olmazsa kapıları açmak zorunda kalırız. destek verecekseniz verin vermeyecekseniz kusura bakmayın. hazırlıklarımız tamam..."" ayrıca 1 milyon suriyeli tampon bölgeye iskan edilecekmiş. bu çıkışın anlamı net [SEP] cb suriyeli kardeşlerimiz diyor! bunlar ne ara bizim kardeşimiz oluyor. ben asla kabullenmiyorum. kendisi nüfusuna alıp kardeş olarak kabul etmeli bence. zaten fazlasıyla saraya para giriyor. üstelik 74.500 tl ile maaş rekoru kırıyor. suriyeliler ancak benim köpeğim olabilir."
eylülün son haftasına kadar güvenli bölgeyi fiilen başlatmakta kararlı olduklarını belirten erdoğan hedeflerinin yaklaşık 1 milyon suriyeliyi bölgeye iskan etmek olduğunu kaydetti. abd ile #sdf erdoğan'ın tüm mültecileri oraya yerleştirme planına karşı çıkıyor.,2,,cb suriyeli kardeşlerimiz diyor! bunlar ne ara bizim kardeşimiz oluyor. ben asla kabullenmiyorum. kendisi nüfusuna alıp kardeş olarak kabul etmeli bence. zaten fazlasıyla saraya para giriyor. üstelik 74.500 tl ile maaş rekoru kırıyor. suriyeliler ancak benim köpeğim olabilir. [SEP] eylülün son haftasına kadar güvenli bölgeyi fiilen başlatmakta kararlı olduklarını belirten erdoğan hedeflerinin yaklaşık 1 milyon suriyeliyi bölgeye iskan etmek olduğunu kaydetti. abd ile #sdf erdoğan'ın tüm mültecileri oraya yerleştirme planına karşı çıkıyor.
6 milyon suriyelinin türkiye'ye alınmasının ensarlık ile hiçbir alakası yok. israilin güvenliğini sağlamak için suriyenin içini boşaltıp sonra da boşaltılan bölgelerin israil'in güvenliğini sağlayan gruplarca doldurulması sağlanacaktır ve bu görev bizzat türkiye'ye verildi.,2,,eylülün son haftasına kadar güvenli bölgeyi fiilen başlatmakta kararlı olduklarını belirten erdoğan hedeflerinin yaklaşık 1 milyon suriyeliyi bölgeye iskan etmek olduğunu kaydetti. abd ile #sdf erdoğan'ın tüm mültecileri oraya yerleştirme planına karşı çıkıyor. [SEP] 6 milyon suriyelinin türkiye'ye alınmasının ensarlık ile hiçbir alakası yok. israilin güvenliğini sağlamak için suriyenin içini boşaltıp sonra da boşaltılan bölgelerin israil'in güvenliğini sağlayan gruplarca doldurulması sağlanacaktır ve bu görev bizzat türkiye'ye verildi.
lan türko bırak yenikapı'yı clio'yu suriyeli kardeşlerin geliyor eller ceplere,1,etnik,6 milyon suriyelinin türkiye'ye alınmasının ensarlık ile hiçbir alakası yok. israilin güvenliğini sağlamak için suriyenin içini boşaltıp sonra da boşaltılan bölgelerin israil'in güvenliğini sağlayan gruplarca doldurulması sağlanacaktır ve bu görev bizzat türkiye'ye verildi. [SEP] lan türko bırak yenikapı'yı clio'yu suriyeli kardeşlerin geliyor eller ceplere
cumhurbaşkanı erdoğan genişletilmiş il başkanları toplantısında 3 milyon 650 bin sığınmacıya 8 yıldır ev sahipliği yaptığımızı yapılan harcamaların toplamı ise 40 milyar doları bulduğunu dile getirdi. #suriyeli #mülteci #akp #sığınmacı,2,,lan türko bırak yenikapı'yı clio'yu suriyeli kardeşlerin geliyor eller ceplere [SEP] cumhurbaşkanı erdoğan genişletilmiş il başkanları toplantısında 3 milyon 650 bin sığınmacıya 8 yıldır ev sahipliği yaptığımızı yapılan harcamaların toplamı ise 40 milyar doları bulduğunu dile getirdi. #suriyeli #mülteci #akp #sığınmacı
erdoğan'dan suriyeli açıklaması güne başlarken çok korkunç bir haber! maalesef başta güney illerimiz olmak üzere ülke göç dalgası altında kalacak!,2,,cumhurbaşkanı erdoğan genişletilmiş il başkanları toplantısında 3 milyon 650 bin sığınmacıya 8 yıldır ev sahipliği yaptığımızı yapılan harcamaların toplamı ise 40 milyar doları bulduğunu dile getirdi. #suriyeli #mülteci #akp #sığınmacı [SEP] erdoğan'dan suriyeli açıklaması güne başlarken çok korkunç bir haber! maalesef başta güney illerimiz olmak üzere ülke göç dalgası altında kalacak!
idlib'in düşmesi türkiye için 3 milyon suriyeli mülteci demek...,2,,erdoğan'dan suriyeli açıklaması güne başlarken çok korkunç bir haber! maalesef başta güney illerimiz olmak üzere ülke göç dalgası altında kalacak! [SEP] idlib'in düşmesi türkiye için 3 milyon suriyeli mülteci demek...
bunu en başından yapacaktık ki bugün bu kadar köşeye sıkışmış olmayacaktık... 5 milyon suriyeli yunanistan'ı çatal bıçakla fetheder!,2,,idlib'in düşmesi türkiye için 3 milyon suriyeli mülteci demek... [SEP] bunu en başından yapacaktık ki bugün bu kadar köşeye sıkışmış olmayacaktık... 5 milyon suriyeli yunanistan'ı çatal bıçakla fetheder!
suriyeliler için kapıları açılıyor yüzbinlerce geliyorlar ülkemde suriyeli istemiyorum #yenikapı,1,etnik,bunu en başından yapacaktık ki bugün bu kadar köşeye sıkışmış olmayacaktık... 5 milyon suriyeli yunanistan'ı çatal bıçakla fetheder! [SEP] suriyeliler için kapıları açılıyor yüzbinlerce geliyorlar ülkemde suriyeli istemiyorum #yenikapı
güvenli bölge olsun veya olmasın sınırlarımızdan içeriye bir tek suriyeli daha almayacaksınız türkiye dingonun ahırı değil bizim atalarımız kadınıyla çocuğuyla savaştı ne için? vatanıma vatansızlar gelsin kara bulut gibi çöksünler diye mi #perşembe,1,etnik,suriyeliler için kapıları açılıyor yüzbinlerce geliyorlar ülkemde suriyeli istemiyorum #yenikapı [SEP] güvenli bölge olsun veya olmasın sınırlarımızdan içeriye bir tek suriyeli daha almayacaksınız türkiye dingonun ahırı değil bizim atalarımız kadınıyla çocuğuyla savaştı ne için? vatanıma vatansızlar gelsin kara bulut gibi çöksünler diye mi #perşembe
devlet eli ile suriyeli işçi alımına teşvik türkler aç gezse de olur #ibbyeboykot #birkezolsuntepkikoyun #yenikapı #suriyelileristemiyoruz #suriyeliler,1,etnik,güvenli bölge olsun veya olmasın sınırlarımızdan içeriye bir tek suriyeli daha almayacaksınız türkiye dingonun ahırı değil bizim atalarımız kadınıyla çocuğuyla savaştı ne için? vatanıma vatansızlar gelsin kara bulut gibi çöksünler diye mi #perşembe [SEP] devlet eli ile suriyeli işçi alımına teşvik türkler aç gezse de olur #ibbyeboykot #birkezolsuntepkikoyun #yenikapı #suriyelileristemiyoruz #suriyeliler
istanbul'un da aralarında bulunduğu beş ilde suriyeli işçilerin sigortalı çalıştırılmasına yönelik yürütülen program kapsamında 1 suriyeli 1 türk işçiyi işe alan işverene 11 bin 400 liraya kadar teşvik veriliyor.,2,,devlet eli ile suriyeli işçi alımına teşvik türkler aç gezse de olur #ibbyeboykot #birkezolsuntepkikoyun #yenikapı #suriyelileristemiyoruz #suriyeliler [SEP] istanbul'un da aralarında bulunduğu beş ilde suriyeli işçilerin sigortalı çalıştırılmasına yönelik yürütülen program kapsamında 1 suriyeli 1 türk işçiyi işe alan işverene 11 bin 400 liraya kadar teşvik veriliyor.
türk veya suriyeli işçi çalıştıran işverenlere bu işçileri kayıt ettirmesi durumunda teşvik verilecek. proje yalnızca istanbul adana bursa hatay ve konya'da geçerli. toplamda 1.100 türk vatandaşı ve 1.100 suriyeli için teşvik verilecek.,2,,istanbul'un da aralarında bulunduğu beş ilde suriyeli işçilerin sigortalı çalıştırılmasına yönelik yürütülen program kapsamında 1 suriyeli 1 türk işçiyi işe alan işverene 11 bin 400 liraya kadar teşvik veriliyor. [SEP] türk veya suriyeli işçi çalıştıran işverenlere bu işçileri kayıt ettirmesi durumunda teşvik verilecek. proje yalnızca istanbul adana bursa hatay ve konya'da geçerli. toplamda 1.100 türk vatandaşı ve 1.100 suriyeli için teşvik verilecek.
"program ""sadece suriyeli işçileri değil"" kaçak olarak çalıştırılan veya yeni işe alınacak olan türk vatandaşlarını da kapsamaktadır. bu bir ab projesidir ve program kapsamında verilen teşvik miktarının tamamı avrupa birliği üye ülkelerinden karşılanmaktadır.",2,,"türk veya suriyeli işçi çalıştıran işverenlere bu işçileri kayıt ettirmesi durumunda teşvik verilecek. proje yalnızca istanbul adana bursa hatay ve konya'da geçerli. toplamda 1.100 türk vatandaşı ve 1.100 suriyeli için teşvik verilecek. [SEP] program ""sadece suriyeli işçileri değil"" kaçak olarak çalıştırılan veya yeni işe alınacak olan türk vatandaşlarını da kapsamaktadır. bu bir ab projesidir ve program kapsamında verilen teşvik miktarının tamamı avrupa birliği üye ülkelerinden karşılanmaktadır."
"""suriyeli işçi istihdam edene teşvik"" başlığı ile bir çok haber sitesinde ve sosyal medya hesaplarında paylaşılmaya başlanan teşvik programı ile ilgili yanlış anlamaların önüne geçmek için bir haber hazırladık.",2,,"program ""sadece suriyeli işçileri değil"" kaçak olarak çalıştırılan veya yeni işe alınacak olan türk vatandaşlarını da kapsamaktadır. bu bir ab projesidir ve program kapsamında verilen teşvik miktarının tamamı avrupa birliği üye ülkelerinden karşılanmaktadır. [SEP] ""suriyeli işçi istihdam edene teşvik"" başlığı ile bir çok haber sitesinde ve sosyal medya hesaplarında paylaşılmaya başlanan teşvik programı ile ilgili yanlış anlamaların önüne geçmek için bir haber hazırladık."
