tweet,class,CLEAN_TEXT
"""@Patsfanjoe32: @d_palomino52 I think worst advice I gave you was "" don't be a pussy and speed up"" lol""",1,think worst advice gave dont pussy speed lol
"""@PoemsPorn: Quote this tweet with your favorite animal.""pussy",1,quote tweet favorite animalpussy
"""@Poetic_Success: I hate when strippers tell you they're ""dancers"". Hoe, ballet dancers don't pop their pussy to Beethoven. You a STRIPPER!""",1,hate strippers tell theyre dancers hoe ballet dancers dont pop pussy beethoven stripper
"""@Poffalicious: Andrewbryant: Poff has double vision after 2 beers
Poff: ... Double pussy &#128526;"" smh",1,andrewbryant poff double vision beers poff double pussy smh
"""@Poobie_: When bitches TWERK on the computer....

ME: ""In ya &#128089;, in ya damn &#128089;&#8252;&#65039;""""",1,bitches twerk computer damn
"""@ProdsJewel_: &#8220;@sreadthepeace: &#8220;@yungmindless: @PeacePunkPrince Prince, THIS is art. http://t.co/EPHRWxMBHr&#8221; nobody takin his bitch!",1,prince art nobody takin bitch
"""@QUAN1T0: 61% of welfare/government aid is claimed by white people. So y'all black slander is trash now.""",2,welfaregovernment aid claimed white people yall black slander trash
"""@QUAN1T0: These bitches don't care they just play that role.""",1,bitches dont care play role
"""@Queen_Kaaat: It took a while for you to find me, but I was hiding In the lime tree.""
@Iemonaids dis bitch in da wrong tree bro.",1,took find hiding lime tree dis bitch wrong tree bro
"""@RTNBA: Drakes new shoes that will be released by Nike/Jordan.... Yes, there's glitter on the shoes http://t.co/QCtPLxHEXM"" ....dudes a fag",0,drakes new shoes released nikejordan yes theres glitter shoes dudes fag
"""@RachieSoul: @DizzleOfficial inna di ghetto!!!"" You alone lmaoo",2,inna di ghetto alone lmaoo
"""@RamBoutIt: &#8220;@Master11_: @20ToLife_ @RamBoutIt hoes Austin&#8221; teach us Austin.""I teach u how to get curved? That's all I know",2,hoes austin teach us austini teach u get curved thats know
"""@ReachtheeCLIMAX: bitches can't cook but know how to suck dick .."" s/o to the ones that can do both!",1,bitches cant cook know suck dick ones
"""@RenegadeMo: Fat hoes get chose"" lol",1,fat hoes get chose lol
"""@RiahSM: #hoesaintloyal"" well they're hoes,no one expects them to be loyal",1,well theyre hoesno one expects loyal
"""@RishaaWilliams: @TRESHON_SCROOGE @_Nevertrustt ol bitch ass"" http://t.co/AmcOinY0wG",1,ol bitch ass
"""@RnadJorell: Bruh im tired of niggas retweetin Miley Cyrus naked that bitch aint no types of bad"" lmaooo",1,bruh im tired niggas retweetin miley cyrus naked bitch aint types bad lmaooo
"""@SacTownProdigy: Just because tony romo at the mavs game dont mean he still not a bitch lmao.. Fuk them cowgirls"" lol bitch fuck you",1,tony romo mavs game dont mean still bitch lmao fuk cowgirls lol bitch fuck
"""@SamJLayman : Holy shit, Freddie Highmore was in Charlie and the Chocolate Factory""
Me: *rolls on the floor, laughing*",1,holy shit freddie highmore charlie chocolate factory rolls floor laughing
"""@Samirahusic_: ""I don't want to have sex with my gf because I feel like I'm using her.."" - anonymous"" Whata faggot",1,dont want sex gf feel like im using anonymous whata faggot
"""@SexualGxfs: @ One of your followers with this &#128525;&#128553; http://t.co/F1TJl9xnCT"" @ somebody, bitch if you don't",1,one followers somebody bitch dont
"""@Shaa_Jenkins: If ya bitch always bitching clearly she care!"" Or just an annoying Bitch!",1,bitch always bitching clearly care annoying bitch
"""@ShanTaughtHer: These catfish hoes thinkin they slick.. But niggas catching on &#128524;""",1,catfish hoes thinkin slick niggas catching
"""@SheWentToJordan: Can't worry about a bitch that ain't worried bout me"" #real",1,cant worry bitch aint worried bout
"""@ShowArrive: Side hoes are for insecure niggas that can't handle a real one.""",1,side hoes insecure niggas cant handle real one
"""@Shun_stokes: &#128514;&#128514;&#128514;&#128514;RT @bluprint_4: Lmao! This bitch come scooting in the tent like she about to fuck some shit up!"" &#128557;&#128557;&#128557;",1,rt lmao bitch come scooting tent like fuck shit
"""@Shun_stokes: My cousin said he share hoes with his brothers. He said sharing is caring and he love his brothers &#128514;""",1,cousin said share hoes brothers said sharing caring love brothers
"""@SlimGirl_Probz: i'm hungry but ionn wanna spend my money on food&#128530;""Broke hoe problems &#128514;&#128514;&#128514;&#128128;",1,im hungry ionn wanna spend money foodbroke hoe problems
"""@SmeegBaby: Dese hoes be LYIN to all of us nigga""",1,dese hoes lyin us nigga
"""@SnakecharmsDump: http://t.co/4b427dQZCV"" oh yeah fuck that bitch",1,oh yeah fuck bitch
"""@SportsCenter: Eli Manning just threw his NFL-leading 27th interception of the season."" Lmao trash",2,eli manning threw nflleading th interception season lmao trash
"""@SportsCenter: USC senior RB Anthony Brown calls head coach Steve Sarkisian a racist and quits team. &#187; http://t.co/JOOsdSubIR"" he's a bitch",2,usc senior rb anthony brown calls head coach steve sarkisian racist quits team hes bitch
"""@StellaTex: Guess what? I also have zero time for your mansplaining! Adios!"" Stfu pussy",1,guess also zero time mansplaining adios stfu pussy
"""@Stephenwildboy: Chilling &#128069;&#8482; http://t.co/mik3iPNle6"" sexy scally lad",2,chilling sexy scally lad
"""@Strap__: I ain't sharing no bitch if you mines you mines &#128175;""",1,aint sharing bitch mines mines
"""@SukMySweetness: money only impress the simple broke bitches""",1,money impress simple broke bitches
"""@Sylvieamx: #Pisces will never be anybody's bitch, they don't let people control or change them."" Rigghhht",1,never anybodys bitch dont let people control change rigghhht
"""@TEE_JONEZ: @16stanleys @KingCuh tuku ho idk blah blah blah"" &#128514;&#128514;&#128514;",2,tuku ho idk blah blah blah
"""@TEE_JONEZ: @KingCuh @16stanleys I'm not mad cuh hahaha"" suure.. tuku ho ita! &#128514;&#128514;",2,im mad cuh hahaha suure tuku ho ita
"""@TayKnosBest: These hoes is crazy""",1,hoes crazy
"""@Taylorr_Babee: You ain't ever gonna be a slice bitch."" Kevin hart. (:",1,aint ever gonna slice bitch kevin hart
"""@ThatniggaTroy: Oomf so fuckin fine tho &#128553; dam"" @ her, don't be no bitch.",1,oomf fuckin fine tho dam dont bitch
"""@TheGamerKingKev: I wonder if the girl that gave head to 24 boys for a drink in magaluf has twitter"" she probly sends nudes for fags",1,wonder girl gave head boys drink magaluf twitter probly sends nudes fags
"""@TheNewSAT: #NewSATQuestions
Yeah bitch, yeah bitch, call me _______:
a.) Maybe
b.) Steve-O
c.) Later
d.) Jesse Pinkman""
@machinegunkelly",1,yeah bitch yeah bitch call _______ maybe b steveo c later jesse pinkman
"""@TheNymphoTweets: Hickies in between her thighs right by her pussy &gt;&gt;&gt;"" Its only right",1,hickies thighs right pussy gtgtgt right
"""@TheOneMiss_Luu: Would you still love me when I'm no longer young and beautiful?"" No. Ugly monkey ass.",1,would still love im longer young beautiful ugly monkey ass
"""@TheRealRickyB21: @JetsAndASwisher @Gook____ y'all come through the front.""bitch I ain't coming",1,yall come frontbitch aint coming
"""@TheRealRickyB21: @JetsAndASwisher faggot bitch"" http://t.co/2HyyAbk4eH",1,faggot bitch
"""@The_Realist_Sam: @Madrid2_ yea, I'm on my iPad. I don't work this Friday. Let's ball this faggot up @TropicalBlanket""i work 2-5",1,yea im ipad dont work friday lets ball faggot work
"""@Theo17100: http://t.co/BYj1HOyhmG"" this scally lad would get it",2,scally lad would get
"""@TheoMaxximus: #GerrysHalloweenParty http://t.co/3ycrSrnjHc"" Halloween was yesterday stupid nigger",0,halloween yesterday stupid nigger
"""@TheoMaxximus: Chrus still supahot tho"" *walks up to teacher with test, drops test in that bitch fohead* http://t.co/nb5VgdssgI",1,chrus still supahot tho walks teacher test drops test bitch fohead
"""@Thornton25: &#8220;@KantKeepAhBYTCH: I love eating pussy lol I never get full lol&#8221; I can eat that shit forever lol"" and ever.",1,love eating pussy lol never get full lol eat shit forever lol ever
"""@Tmacc_GFG: &#8220;@VoiceOfDStreetz: ""@Tmacc_GFG: &#8220;@tizzimarie: No slushes &#128549;&#8221;hoes nasty anyway fam""&#128564;&#8221;them hoes taste like meds""&#127815;&#127815;&#127868;",1,slushes hoes nasty anyway famthem hoes taste like meds
"""@Tmacc_GFG: &#8220;@tizzimarie: No slushes &#128549;&#8221;hoes nasty anyway fam""&#128564;",1,slushes hoes nasty anyway fam
"""@Tmacc_GFG: BOBBY BITCH-by @BobbyShmurdaGS9 be getting me live as fuck"" hell yea i play that hoe before my workout",1,bobby bitchby getting live fuck hell yea play hoe workout
"""@TreLeKidd: Yo bitch is Gucci Mane RT @JabariTheGreat : My bitch a stoner &#128175;&#128175; http://t.co/lt9LIJjpg9""&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;",1,yo bitch gucci mane rt bitch stoner
"""@TweetGameLazy: I can ride your bitch with no handle bars""",1,ride bitch handle bars
"""@TyJonCuffee: And if you ain't a hoe get up out my traphoussseeeee""",1,aint hoe get traphoussseeeee
"""@UberFacts: 15 sad TV character deaths we're still bitter over... http://t.co/uLclFUF8nC http://t.co/1RXYQOOsM0""ned stark was the man",2,sad tv character deaths still bitter stark man
"""@UnHoly_Jack: These harbor bitches are all ""Party Bus hoes"""" Lol all?",1,harbor bitches party bus hoes lol
"""@Vbomb20: @Woodchuck20 pussy"" love it",1,pussy love
"""@VeronikaHumbert: Ultraviolence video, its coming you little bitch! #MTVHottest Lana Del Rey http://t.co/533fLbvWqh"" 

bitchy promo",1,ultraviolence video coming little bitch lana del rey bitchy promo
"""@VineForTheByrd: On my way to fuck your bitch https://t.co/4lMTFNL2iy""

LMFAO KITTYCOPTER",1,way fuck bitch lmfao kittycopter
"""@WBUR: A smuggler explains how he helped fighters along the ""Jihadi Highway"": http://t.co/UX4anxeAwd""",2,smuggler explains helped fighters along jihadi highway
"""@WBeezy_: ""@QuaTheGreat: Aww their avis look so cute together &#128145; http://t.co/9lPorCb8w0"" &#128128;&#128128;&#128128;"" do I gotta get Ike avi on this bitch ?",1,aww avis look cute together gotta get ike avi bitch
"""@WBeezy_: ""@Run_DRC: Its simple, dont be a hoe=dont worry about being exposed &#128540;"" fight me""why ?",1,simple dont hoedont worry exposed fight mewhy
"""@WannabeKanye: whys this bitch boosting herself http://t.co/uOd2f5WtKV""

Her size isn't exactly the most healthy tho",1,whys bitch boosting size isnt exactly healthy tho
"""@WitHaPrettyface: @_1nonlykeisha bet not be no bitches! &#128514;&#128080;&#128299;&#128299;&#128298;"" &#128514;&#128514; Kim bye!!!",1,bet bitches bye
"""@X_XPDOTJDOT: Damn near gotta protect my tweets.. stalkers being annoying"" you got that dope dick. Drive these bitches loco",1,damn near gotta protect tweets stalkers annoying got dope dick drive bitches loco
"""@XoJennyGirl: I'm making marack my girlfriend ."" @marackaf aye b you pullin hoes just like o taught you",1,im making marack girlfriend aye b pullin hoes like taught
"""@XoXo__Angiee: Bruno fag boy"" you love me.",1,bruno fag boy love
"""@YEHits_Von: &#8220;@Run_DRC: I must be a bitch&#8221; you are &#128514;&#128514;&#128514; sike naw"" This why we always beefing &#128514;",1,must bitch sike naw always beefing
"""@Yankees: Down 6-1, #Yankees look to rally in the bottom of the 9th."" #RALLYCAP",2,look rally bottom th
"""@YoungRicooo: &#8220;@WexicanAfro702: Don't take advantage of a nice person&#8221;@ hoes""@ everyjuan",1,dont take advantage nice person hoes everyjuan
"""@YoungRicooo: Happy birthday bitch nigga @WexicanAfro702"" Thanks pal",1,happy birthday bitch nigga thanks pal
"""@YoungRicooo: Sad knowing that most hoes won't fuck with you bc you ain't got stacks."" wait till friday",1,sad knowing hoes wont fuck bc aint got stacks wait till friday
"""@YunGMiGo: @Shane_A1 cinco shit harder fucc nigga""yee but you fucc wit rich homie cuz dats ya homeboy fucc nicca",1,cinco shit harder fucc niggayee fucc wit rich homie cuz dats homeboy fucc nicca
"""@ZoeBarton3: @h0rheyd ewww I said THAT last Sunday..as in the last Sunday I was there. Read it again nigs""&#128563;&#128563;&#128563;&#128563;&#128563;",1,ewww said last sundayas last sunday read nigs
"""@_BaDa_Bing: I only punch real niggas in the face cause a pussy Nigga is gonna punch me right back"" Strong Mush or Shake..",1,punch real niggas face cause pussy nigga gonna punch right back strong mush shake
"""@_BeeDontCare My pussy still fresh"" &lt;----- something stank girls say.",1,pussy still fresh lt something stank girls say
"""@_GeeWillikers_: Ass slapping is one the greatest things. Haha. &#128527;"" I slapped a girl on the ass. . She got mad I aint get pussy for a week",1,ass slapping one greatest things haha slapped girl ass got mad aint get pussy week
"""@_TommyCollins: @WeAreRichnow @buffalobills yeah Texans are so much better you fucking retard"" I see that you're mad about this.",1,yeah texans much better fucking retard see youre mad
"""@__MALIBUbarbie: Nd wtf is up with dark bitches with blonde.. PLEASE HAVE SEVERAL SEATS HOE!"" ..looking like black&amp;milds out here",1,nd wtf dark bitches blonde please several seats hoe looking like blackampmilds
"""@__Sugga: There's a lane some bitches need to stay in &#128526;"" the left n get right the fuck outta our face &#128557;&#128129;&#128536;",1,theres lane bitches need stay left n get right fuck outta face
"""@__sneakyb: I hate when boys deny that they have bitches &#128080;&#128553;"" smh",1,hate boys deny bitches smh
"""@__taradise__: Ya nigs out there still saying y'all don't eat butt?!"" WITH A STRAIGHT FACE!",1,nigs still saying yall dont eat butt straight face
"""@__youreWelcome: Im a boss ass bitch"" ...that needs to sit in a corner",1,im boss ass bitch needs sit corner
"""@_iwantfranny: He's a hoe , I can't""",1,hes hoe cant
"""@_prettyflvck0: Me And Paul Thinkin Bout Gettin Rentals For Da Weekend &#128665;&#128168;&#128168;""oooh shit bitches betta stay out da streets",1,paul thinkin bout gettin rentals weekend oooh shit bitches betta stay streets
"""@_rapdreams: bitches hold they nigga down when he get locked up... but if a nigga go to college or the military it's a different story. &#128564;""",1,bitches hold nigga get locked nigga go college military different story
"""@_simplycaitlin: why do my friends hate me"" because you a ratchet hoe..",1,friends hate ratchet hoe
"""@adriwadrri: No love for these fuck niggas"" hoes*",1,love fuck niggas hoes
"""@airmaxlad1: Hot meat http://t.co/BRz8Imk5vK"" sexy as fuck scally lad. I would love to meet him and his trainers.",1,hot meat sexy fuck scally lad would love meet trainers
"""@airmaxlad1: Sniff http://t.co/FHHbBRMYBN"" perved up scally lad. fuck yeah.",1,sniff perved scally lad fuck yeah
"""@alejandra_p13: These bitches love Sosa""",1,bitches love sosa
"""@alexissixela__: &#8220;@white_thunduh: I legit watched it for about 30 or 40 seconds &#128529;&#8221;SO DID I WTF"" prob cause were retarded smh",1,legit watched seconds wtf prob cause retarded smh
"""@allisonnamaya_: What should I name my cat, ideas?"" Mr pussy",1,name cat ideas mr pussy
"""@altosteel115: http://t.co/tM28mh5XG2"" woof woof. Sexy thug boy scally.",1,woof woof sexy thug boy scally
